donor_id	date	volunteer_ids	recipient_ids	part_food_types	part_weights	transport	scale
3	11/28/12	52	14	Produce	158	Car	
1	11/28/12	162	7	Produce	0		
1	11/28/12	162	7	Baked Goods	0		
6	11/29/12	184	63	Baked Goods	0		
4	11/29/12	65	10	Produce	25	Bike	
43	11/29/12	48	28	Frozen Prepared Food	60	Car	
1	11/29/12	58	41	Baked Goods	20	Bike	
6	11/29/12	184	63	Produce	90	Bike	
6	11/29/12	136	7	Produce	275	Bike	
1	11/29/12	58	41	Produce	280	Bike	
27	11/29/12	28	18	Baked Goods	40	Bike	
3	11/29/12	59	42	Produce	95	Bike	
2	11/29/12	57	38	Produce	25	Bike	
6	11/29/12	136	7	Baked Goods	0		
25	11/30/12	28	22	Baked Goods	9	Car	
24	11/30/12	28	22	Fresh Prepared Food	3	Car	
19	11/30/12	65	28	Frozen Prepared Food	75	Bike	
6	11/30/12	116	10	Produce	190	Bike	
6	11/30/12	116	10	Baked Goods	0		
2	11/30/12	21	8	Produce	110	Bike	
6	11/30/12	161	15	Produce	280	Car	
1	11/30/12	19	20	Produce	35	Bike	
3	11/30/12	31	14	Produce	8	Bike	
1	11/30/12	62		Baked Goods	50	Bike	
4	11/30/12	19	20	Produce	65	Bike	
27	11/30/12	68	26	Baked Goods	25	Bike	
6	12/1/12	65	26	Produce	115	Bike	
3	12/1/12	31		Produce	0		
1	12/1/12	28		Baked Goods	35	Car	
4	12/1/12	29	22	Produce	65	Bike	
2	12/1/12	2	29	Produce	110	Bike	
6	12/1/12	31	26	Produce	110	Bike	
6	12/1/12	160		Baked Goods	0		
6	12/1/12	98	44	Baked Goods	0		
24	12/1/12	98	28	Fresh Prepared Food	0		
25	12/1/12	102	29	Baked Goods	4	Bike	
6	12/1/12	98	44	Produce	0		
1	12/1/12	28		Produce	90	Car	
6	12/1/12	160		Produce	0		
25	12/2/12	206	11	Baked Goods	0		
4	12/2/12	148		Produce	47	Car	
1	12/2/12	13	8	Baked Goods	0	Bike	
6	12/2/12	81	5	Baked Goods	0		
3	12/2/12	52	9	Produce	72	Bike	
1	12/2/12	13	8	Produce	45	Bike	
6	12/2/12	81	5	Produce	350	Car	
2	12/2/12	7	5	Produce	70	Bike	
1	12/3/12	2	7	Baked Goods	10	Bike	
3	12/3/12	41	14	Produce	26.8	Bike	
6	12/3/12	3	7	Produce	0		
24	12/3/12	40		Fresh Prepared Food	2.5		
69	12/3/12	40		Produce	23		
6	12/3/12	71	20	Baked Goods	0		
6	12/3/12	3	7	Baked Goods	50	Bike	
2	12/3/12	38	15	Produce	105	Bike	
1	12/3/12	65	7	Produce	215	Bike	
25	12/3/12	40		Baked Goods	16		
6	12/3/12	71	20	Produce	60	Bike	
6	12/3/12	199	61	Produce	40	Bike	
6	12/3/12	139	14	Produce	40	Car	
4	12/3/12	198	11	Produce	25	Car	
1	12/3/12	2	7	Produce	185	Bike	
6	12/4/12	139		Baked Goods	0	Bike	
6	12/4/12	139		Produce	130	Bike	
6	12/4/12	46	15	Produce	0		
6	12/4/12	46	15	Baked Goods	0		
2	12/4/12	142	35	Produce	125	Bike	
3	12/4/12	181	66	Produce	0		
1	12/4/12	42	18	Produce	200	Bike	
1	12/4/12	42	18	Baked Goods	0		
4	12/4/12	163	5	Produce	25	Bike	
6	12/5/12	157		Baked Goods	0		
1	12/5/12	162	7	Baked Goods	30	Bike	
1	12/5/12	162	7	Produce	138	Bike	
69	12/5/12	53	39	Produce	0		
25	12/5/12	53	39	Baked Goods	6	Bike	
3	12/5/12	52	14	Produce	130	Bike	
6	12/5/12	136	10	Produce	210	Bike	
4	12/5/12	130	37	Produce	70	Car	
2	12/5/12		38	Produce	105	Bike	
6	12/5/12	157		Produce	155	Car	
6	12/5/12	136	10	Baked Goods	25	Bike	
24	12/5/12	53	39	Fresh Prepared Food	0		
6	12/6/12	139	7	Baked Goods	65	Bike	
43	12/6/12	48	28	Frozen Prepared Food	10		
6	12/6/12	184	63	Produce	2	Bike	
6	12/6/12	184	63	Baked Goods	0		
1	12/6/12	58	41	Baked Goods	25	Bike	
6	12/6/12	139	7	Produce	110	Bike	
4	12/6/12	207	10	Produce	0		
3	12/6/12	59	42	Produce	27	Bike	
1	12/6/12	58	41	Produce	110	Bike	
2	12/6/12	57	28	Produce	18	Bike	
27	12/6/12	68	18	Baked Goods	31	Foot	
19	12/7/12	68	26	Frozen Prepared Food	30	Bike	
25	12/7/12	99	22	Baked Goods	7	Bike	
6	12/7/12	163	71	Produce	95	Bike	
3	12/7/12	31	14	Produce	44	Bike	
2	12/7/12	21	8	Produce	120	Bike	
1	12/7/12	163		Baked Goods	20	Bike	
6	12/7/12	116	10	Baked Goods	0		
1	12/7/12	19	20	Produce	50	Bike	
6	12/7/12	116	10	Produce	175	Bike	
24	12/7/12	99	22	Fresh Prepared Food	1	Bike	
6	12/7/12	161	15	Produce	21	Bike	
6	12/7/12	163	71	Baked Goods	0	Bike	
4	12/7/12	19	20	Produce	50	Bike	
27	12/7/12	27	26	Baked Goods	0	Bike	
6	12/8/12	31	30	Produce	0	Bike	
4	12/8/12	29	22	Produce	123	Bike	
1	12/8/12	89		Baked Goods	0		
6	12/8/12	98	44	Produce	135	Bike	
6	12/8/12	98	44	Baked Goods	25	Bike	
1	12/8/12	89		Produce	0		
25	12/8/12	102	29	Baked Goods	0		
6	12/8/12	160		Baked Goods	0		
6	12/8/12	160		Produce	130	Bike	
3	12/8/12	31		Produce	30	Bike	
2	12/8/12	237	29	Produce	0		
25	12/9/12	206	11	Baked Goods	0		
1	12/9/12	13	8	Produce	225	Bike	
1	12/9/12	13	8	Baked Goods	25	Bike	
3	12/9/12	52	9	Produce	21	Bike	
6	12/9/12	65	5	Baked Goods	20	Car	
19	12/9/12	68		Frozen Prepared Food	25	Car	
2	12/9/12	7	5	Produce	120	Car	
4	12/9/12	148		Produce	104	Car	
6	12/9/12	65	5	Produce	315	Car	
4	12/10/12	163	11	Produce	65	Bike	
6	12/10/12	199	61	Produce	0	Bike	
25	12/10/12	40		Baked Goods	11		
6	12/10/12	3	7	Produce	5	Car	
6	12/10/12	3	7	Baked Goods	0		
24	12/10/12	40		Fresh Prepared Food	15		
6	12/10/12	71	20	Baked Goods	0		
3	12/10/12	41	14	Produce	0		
2	12/10/12	38	15	Produce	76	Bike	
	12/10/12	40		Produce	28		
6	12/10/12	71	20	Produce	6	Bike	
1	12/10/12	98	7	Baked Goods	0		
1	12/10/12	98	7	Produce	135	Bike	
1	12/11/12	136	18	Produce	220	Bike	
1	12/11/12	136	18	Baked Goods	50	Bike	
6	12/11/12	163		Baked Goods	0		
4	12/11/12	163	5	Produce	0		
6	12/11/12	46	15	Baked Goods	20	Bike	
19	12/11/12	126	28	Frozen Prepared Food	0		
3	12/11/12	181	66	Produce	0		
2	12/11/12	142	35	Produce	0	Bike	
6	12/11/12	46	15	Produce	60	Bike	
6	12/11/12	163		Produce	100	Bike	
19	12/11/12	126	28	Frozen Prepared Food	55	Bike	
4	12/12/12	130	37	Produce	30	Car	
1	12/12/12	162	7	Produce	144	Bike	
1	12/12/12	162	7	Baked Goods	15	Bike	
6	12/12/12	139	10	Baked Goods	0	Bike	
6	12/12/12	139	10	Produce	215	Bike	
25	12/12/12	53	39	Baked Goods	3	Bike	
6	12/12/12	157		Baked Goods	0		
24	12/12/12	53	39	Fresh Prepared Food	3		
69	12/12/12	53	39	Produce	0		
6	12/12/12	157		Produce	20	Bike	
3	12/12/12	52	14	Produce	54	Bike	
2	12/12/12			Produce	45		
4	12/13/12	139	10	Produce	30	Bike	
6	12/13/12	136	7	Produce	70	Bike	
1	12/13/12	65	41	Baked Goods	36	Bike	
6	12/13/12	184	63	Produce	130	Bike	
6	12/13/12	184	63	Baked Goods	0		
6	12/13/12	136	7	Baked Goods	25	Bike	
1	12/13/12	65	41	Produce	102	Bike	
72	12/13/12	65	41	Produce	90	Bike	
72	12/13/12	65	41	Baked Goods	80	Bike	
3	12/13/12	59	42	Produce	33	Bike	
2	12/13/12	57	38	Produce	0		
43	12/13/12	48	28	Frozen Prepared Food	0		
27	12/13/12	68	18	Baked Goods	25		
6	12/14/12	116	10	Produce	175	Bike	
3	12/14/12	31	14	Produce	64.4	Bike	
6	12/14/12	116	10	Baked Goods	0		
2	12/14/12	65	8	Produce	60	Bike	
6	12/14/12	65	71	Baked Goods	0		
19	12/14/12	129	26	Frozen Prepared Food	40	Bike	
24	12/14/12	129	22	Fresh Prepared Food	0		
1	12/14/12	19	20	Produce	75	Bike	
6	12/14/12	65	71	Produce	40	Bike	
6	12/14/12	161	15	Produce	0	Bike	
4	12/14/12	19	20	Produce	12	Bike	
25	12/14/12	129	22	Baked Goods	0		
1	12/14/12	25		Baked Goods	25	Bike	
27	12/14/12	27	26	Baked Goods	0	Bike	
2	12/15/12	2	29	Produce	43	Bike	
1	12/15/12	89		Produce	0		
1	12/15/12	89		Baked Goods	0	Foot	
4	12/15/12	29	22	Produce	52	Car	
3	12/15/12	28		Produce	50	Bike	
6	12/15/12	65	30	Produce	70	Bike	
6	12/15/12	98	44	Baked Goods	0		
25	12/15/12	102	29	Baked Goods	0		
6	12/15/12	160		Baked Goods	34	Bike	
6	12/15/12	98	44	Produce	27	Bike	
24	12/15/12	225	28	Fresh Prepared Food	3	Bike	
6	12/15/12	160		Produce	96	Bike	
25	12/16/12	206	11	Baked Goods	0		
1	12/16/12	13	8	Baked Goods	15	Bike	
2	12/16/12	7	5	Produce	70	Bike	
6	12/16/12	158	5	Produce	69	Car	
3	12/16/12	52	9	Produce	43	Bike	
19	12/16/12	255		Frozen Prepared Food	0	Bike	
4	12/16/12	148		Produce	0		
1	12/16/12	13	8	Produce	240	Bike	
6	12/16/12	158	5	Baked Goods	69	Car	
25	12/17/12	40		Baked Goods	0		
3	12/17/12	41	14	Produce	43	Bike	
24	12/17/12	40		Fresh Prepared Food	7		
1	12/17/12	39	7	Baked Goods	10	Bike	
6	12/17/12	28	20	Baked Goods	0	Bike	
2	12/17/12	38	15	Produce	0		
6	12/17/12	199	61	Baked Goods	18	Bike	
	12/17/12	40		Produce	13		
6	12/17/12	3	7	Produce	20	Car	
6	12/17/12	3	7	Baked Goods	25	Car	
4	12/17/12	58	11	Produce	80	Bike	
6	12/17/12	28	20	Produce	120	Bike	
1	12/17/12	39	7	Produce	175	Bike	
6	12/18/12			Baked Goods	0		
2	12/18/12	142	35	Produce	115	Bike	
72	12/18/12	81	14	Produce	250	Car	
1	12/18/12	42	18	Produce	140	Bike	
1	12/18/12	42	18	Baked Goods	0		
3	12/18/12	181	66	Produce	57	Bike	
19	12/18/12	126	28	Frozen Prepared Food	50	Bike	
6	12/18/12	46	15	Produce	49		
6	12/18/12	46	15	Baked Goods	0		
4	12/18/12	163	5	Produce	0		
6	12/18/12			Produce	50	Bike	
6	12/19/12	65		Baked Goods	0		
25	12/19/12	53	39	Baked Goods	0		
24	12/19/12	53	39	Fresh Prepared Food	5	Bike	
69	12/19/12	53	39	Produce	5	Car	
6	12/19/12	136	10	Produce	0	Bike	
6	12/19/12	136	10	Baked Goods	0	Bike	
1	12/19/12	162	7	Produce	330	Car	
1	12/19/12	162	7	Baked Goods	0		
4	12/19/12	130	37	Dairy	300	Car	
2	12/19/12		15	Produce	8	Car	
6	12/19/12	65		Produce	280	Bike	
3	12/19/12	52	14	Produce	4	Car	
4	12/20/12	139	10	Produce	145	Bike	
27	12/20/12	256	18	Baked Goods	24	Car	
6	12/20/12	120	63	Baked Goods	0		
6	12/20/12	120	63	Produce	35	Bike	
6	12/20/12	139	7	Produce	25	Bike	
1	12/20/12	58	41	Produce	150	Bike	
1	12/20/12	58	41	Baked Goods	15	Bike	
43	12/20/12	48	28	Frozen Prepared Food	60		
6	12/20/12	139	7	Baked Goods	0		
3	12/20/12	81	42	Produce	110	Bike	
72	12/20/12	68	8	Baked Goods	60	Bike	
6	12/21/12	28	15	Baked Goods	0	Bike	
1	12/21/12	68	20	Produce	134	Bike	
1	12/21/12	25		Baked Goods	23	Bike	
2	12/21/12	48	8	Produce	60	Bike	
6	12/21/12	237	71	Baked Goods	0		
25	12/21/12	129	22	Baked Goods	20	Foot	
19	12/21/12	129	26	Frozen Prepared Food	120	Bike	
6	12/21/12	62	15	Produce	80	Car	
4	12/21/12	81	20	Produce	45	Bike	
6	12/21/12	28	15	Produce	25	Bike	
24	12/21/12	129	22	Fresh Prepared Food	3		
6	12/21/12	234	71	Produce	108	Bike	
3	12/21/12	181	14	Produce	0		
25	12/22/12	102	29	Baked Goods	4	Car	
4	12/22/12	29	22	Produce	120	Bike	
6	12/22/12	13	30	Produce	115	Bike	
1	12/22/12	89		Baked Goods	0		
6	12/22/12	160		Produce	0		
24	12/22/12	225	28	Fresh Prepared Food	2	Car	
6	12/22/12	48	44	Baked Goods	0		
2	12/22/12	2	29	Produce	80	Bike	
6	12/22/12	48	44	Produce	200	Bike	
3	12/22/12	12		Produce	170	Bike	
6	12/22/12	160		Baked Goods	0		
1	12/22/12	89		Produce	0	Foot	
6	12/23/12	65	5	Produce	300	Car	
73	12/23/12	65	5	Baked Goods	50	Bike	
6	12/23/12	65	5	Baked Goods	100	Car	
4	12/23/12	12		Produce	200	Bike	
1	12/23/12	13	8	Baked Goods	15	Bike	
2	12/23/12	7	5	Produce	40	Car	
1	12/23/12	13	8	Produce	100	Bike	
1	12/23/12	12	8	Produce	140	Bike	
19	12/23/12	255		Frozen Prepared Food	0	Bike	
3	12/23/12	52	9	Produce	183	Car	
25	12/23/12	206	11	Baked Goods	0		
4	12/24/12	139	11	Produce	0		
6	12/24/12	3	8	Produce	350	Car	
6	12/24/12	3	7	Baked Goods	20	Car	
6	12/24/12	199	61	Produce	0	Bike	
1	12/24/12	139	28	Produce	175	Bike	
1	12/24/12	139	7	Baked Goods	20	Bike	
3	12/24/12	41	66	Produce	0		
2	12/24/12	38	15	Produce	238	Car	
6	12/24/12	71	20	Produce	120	Bike	
6	12/24/12	71	20	Baked Goods	0		
25	12/24/12	40		Baked Goods	12		
24	12/24/12	40		Fresh Prepared Food	4		
	12/24/12	40		Produce	6		
2	12/25/12	142	35	Produce	0		
6	12/25/12	46	15	Produce	0		
6	12/25/12	46	15	Baked Goods	0		
1	12/25/12	42	18	Baked Goods	0		
6	12/25/12	2		Produce	0		
19	12/25/12	126	28	Frozen Prepared Food	0	Bike	
6	12/25/12	2		Baked Goods	0		
6	12/26/12		10	Produce	0	Bike	
69	12/26/12	53	39	Produce	0		
4	12/26/12	146	37	Produce	0	Bike	
6	12/26/12		10	Baked Goods	0	Bike	
1	12/26/12	162	28	Produce	400	Car	
1	12/26/12	162	28	Baked Goods	0		
6	12/26/12	81		Produce	35	Car	
24	12/26/12	53	39	Fresh Prepared Food	6	Car	
3	12/26/12	52	14	Produce	0		
25	12/26/12	53	39	Baked Goods	0		
6	12/26/12	81		Baked Goods	0		
2	12/26/12	68	15	Produce	125	Car	
43	12/27/12	48	28	Frozen Prepared Food	0		
2	12/27/12	57	28	Produce	150	Bike	
1	12/27/12	58	41	Baked Goods	40	Car	
4	12/27/12	30	10	Produce	70	Bike	
27	12/27/12	256	18	Baked Goods	30	Car	
1	12/27/12	58	41	Produce	220	Car	
72	12/27/12	260	10	Baked Goods	400	Car	
72	12/27/12	260	10	Produce	400	Car	
6	12/27/12	28	63	Baked Goods	0	Car	
6	12/27/12	28	63	Produce	190	Car	
3	12/27/12	30	14	Produce	120	Bike	
6	12/27/12	139	10	Produce	120	Bike	
6	12/27/12	139	10	Baked Goods	15	Bike	
6	12/28/12	260	10	Produce	100	Car	
4	12/28/12	260	20	Produce	5	Car	
1	12/28/12	260	20	Produce	100	Car	
3	12/28/12	261	14	Produce	78	Car	
6	12/28/12	261	10	Baked Goods	0		
19	12/28/12	129	26	Frozen Prepared Food	0		
2	12/28/12	21	8	Produce	140	Bike	
6	12/28/12	2	71	Baked Goods	0	Bike	
6	12/28/12	2	71	Produce	120	Bike	
6	12/28/12	2	15	Produce	0		
1	12/28/12	25		Baked Goods	0	Bike	
24	12/28/12	129	22	Fresh Prepared Food	0		
25	12/28/12	129	22	Baked Goods	0		
47	12/28/12	30		Baked Goods	20	Bike	
3	12/29/12	136		Produce	75	Bike	
6	12/29/12	2		Baked Goods	20	Bike	
1	12/29/12	89		Produce	40	Car	
6	12/29/12	139	66	Produce	400	Car	
4	12/29/12	29	22	Produce	0		
1	12/29/12	89		Baked Goods	5	Car	
6	12/29/12	2		Produce	180	Bike	
2	12/29/12	2	29	Produce	150	Bike	
6	12/29/12	30	28	Produce	250	Car	
24	12/29/12	225	28		0		
25	12/29/12	102	29	Baked Goods	4	Bike	
6	12/29/12	225	28	Baked Goods	0	Car	
6	12/30/12	99	5	Produce	15	Bike	
1	12/30/12	261	8	Fresh Prepared Food	20	Car	
2	12/30/12	7	5	Produce	0		
3	12/30/12	52	9	Produce	57	Bike	
19	12/30/12	255		Frozen Prepared Food	0	Bike	
25	12/30/12	206	11	Baked Goods	0		
1	12/30/12	261	8	Baked Goods	20	Car	
4	12/30/12	48		Produce	200	Bike	
6	12/30/12	99	5	Baked Goods	10	Bike	
25	12/31/12	99		Baked Goods	0	Bike	
24	12/31/12	99	22	Fresh Prepared Food	5	Bike	
	12/31/12	146		Fresh Prepared Food	10	Car	
4	12/31/12	2	11	Produce	130		
6	12/31/12	199	61	Baked Goods	30	Bike	
6	12/31/12	3	7	Baked Goods	0		
1	12/31/12	2	7	Produce	140	Bike	
3	12/31/12	2	66	Produce	180		
6	12/31/12	71	20	Produce	2	Bike	
6	12/31/12	71	20	Baked Goods	0		
2	12/31/12	38	15	Produce	0		
1	12/31/12	2	7	Baked Goods	20	Bike	
6	12/31/12	3	8	Produce	120	Car	
4	1/1/13	2	5	Produce	0		
1	1/1/13	42	18	Baked Goods	30	Bike	
6	1/1/13	46	15	Produce	0		
6	1/1/13	46	15	Baked Goods	0		
6	1/1/13	39	18	Baked Goods	0		
6	1/1/13	39	18	Produce	400	Car	
72	1/1/13	261	44	Baked Goods	25	Car	
2	1/1/13	142	35	Produce	0		
19	1/1/13	126	28	Frozen Prepared Food	0		
72	1/1/13	261	44	Baked Goods	25	Car	
1	1/1/13	42	18	Produce	150	Bike	
1	1/1/13	42	18	Produce	150	Bike	
3	1/1/13	181	66	Produce	0		
6	1/2/13	139		Produce	15	Bike	
1	1/2/13	162	7	Produce	270	Bike	
1	1/2/13	162	7	Baked Goods	20	Bike	
2	1/2/13	39	15	Produce	87	Bike	
6	1/2/13	136	10	Produce	0	Bike	
6	1/2/13	136	10	Baked Goods	0	Bike	
3	1/2/13	52	14	Produce	14	Bike	
69	1/2/13	53	39	Produce	0	Foot	
25	1/2/13	53	39	Baked Goods	5	Foot	
4	1/2/13	2	37	Produce	40	Bike	
6	1/2/13	139		Baked Goods	50	Bike	
24	1/2/13	53	39	Fresh Prepared Food	6	Foot	
4	1/3/13	57	10	Produce	55	Bike	
6	1/3/13	48	63	Baked Goods	0		
3	1/3/13	59	14	Produce	52	Bike	
27	1/3/13	256	18	Baked Goods	25	Car	
1	1/3/13	58	41	Produce	110	Bike	
1	1/3/13	58	41	Baked Goods	20	Bike	
43	1/3/13	21	28	Frozen Prepared Food	15	Bike	
2	1/3/13	30	28	Produce	90	Bike	
6	1/3/13	139	7	Baked Goods	25	Bike	
6	1/3/13	139	7	Produce	120	Bike	
72	1/3/13	62	10	Produce	0		
72	1/3/13	62	10	Baked Goods	55	Bike	
6	1/3/13	48	63	Produce	30	Bike	
4	1/4/13	30	20	Produce	80	Car	
1	1/4/13	30	20	Produce	80	Car	
24	1/4/13	129	22	Fresh Prepared Food	20		
19	1/4/13	129	26	Frozen Prepared Food	0		
25	1/4/13	129	22	Baked Goods	3	Bike	
6	1/4/13	28	15	Produce	0	Bike	
2	1/4/13	48	8	Produce	30	Bike	
6	1/4/13	116	10	Produce	0		
6	1/4/13	116	10	Baked Goods	0		
6	1/4/13	2	71	Baked Goods	0		
1	1/4/13	71		Baked Goods	10	Bike	
3	1/4/13	2	14	Produce	50	Bike	
73	1/4/13	28	5	Baked Goods	40	Bike	
6	1/4/13	21	71	Produce	300	Car	
6	1/5/13	28	28	Baked Goods	25	Car	
24	1/5/13	28	28	Fresh Prepared Food	0	Car	
6	1/5/13	28	28	Produce	260	Car	
6	1/5/13	160		Baked Goods	0		
1	1/5/13	89		Baked Goods	0	Foot	
2	1/5/13	2	29	Produce	150	Bike	
4	1/5/13	29	22	Produce	142	Bike	
3	1/5/13	31		Produce	80	Bike	
25	1/5/13	102	29	Baked Goods	6	Bike	
1	1/5/13	89		Produce	0	Foot	
6	1/5/13	160		Produce	0		
6	1/5/13	31	30	Produce	0		
4	1/6/13	2		Produce	40	Bike	
6	1/6/13	158	5	Produce	0		
6	1/6/13	158	5	Baked Goods	0		
3	1/6/13	52	9	Produce	0		
25	1/6/13	206	11	Baked Goods	0		
2	1/6/13	7	5	Produce	10	Car	
1	1/6/13	262	8	Produce	100	Car	
1	1/6/13	262	8	Baked Goods	10	Car	
1	1/6/13	262	8	Produce	175	Car	
19	1/6/13	255		Frozen Prepared Food	0	Bike	
69	1/7/13	139		Produce	25	Bike	
6	1/7/13	199	61	Produce	40	Bike	
6	1/7/13	201	7	Baked Goods	15	Bike	
4	1/7/13	198	11	Produce	0		
3	1/7/13	41	66	Produce	0		
6	1/7/13	71	20	Baked Goods	0		
1	1/7/13	39	7	Produce	130	Bike	
6	1/7/13	201	7	Produce	175	Bike	
2	1/7/13	30	15	Produce	70	Bike	
6	1/7/13	71	20	Produce	0		
25	1/7/13	139		Baked Goods	10	Bike	
1	1/7/13	39	7	Baked Goods	10	Bike	
24	1/7/13	139		Fresh Prepared Food	3	Bike	
4	1/8/13	32	5	Produce	0		
6	1/8/13	2		Produce	65	Bike	
3	1/8/13	181	66	Produce	54	Bike	
6	1/8/13	2		Baked Goods	0		
6	1/8/13	46	15	Produce	39	Bike	
1	1/8/13	42	18	Baked Goods	10	Bike	
72	1/8/13	67	44	Baked Goods	0		
6	1/8/13	46	15	Baked Goods	0		
72	1/8/13	67	44	Produce	130	Bike	
19	1/8/13	126	28	Frozen Prepared Food	0		
2	1/8/13	3	35	Produce	0		
1	1/8/13	42	18	Produce	300	Bike	
3	1/9/13	52	14	Produce	64	Bike	
6	1/9/13	157		Produce	0		
69	1/9/13	53	39	Produce	8	Bike	
6	1/9/13	136	10	Produce	0	Bike	
2	1/9/13	68	15	Produce	75		
1	1/9/13	162	7	Baked Goods	30	Bike	
25	1/9/13	53	39	Baked Goods	4	Foot	
6	1/9/13	136	10	Baked Goods	60	Bike	
6	1/9/13	157		Baked Goods	0		
24	1/9/13	53	39	Fresh Prepared Food	8	Bike	
1	1/9/13	162	7	Produce	250	Bike	
4	1/9/13	207	37	Produce	61	Bike	
6	1/10/13	67	63	Baked Goods	0		
6	1/10/13	67	63	Produce	0		
27	1/10/13	256	18	Baked Goods	20	Car	
72	1/10/13	65	10	Produce	150	Bike	
72	1/10/13	65	10	Baked Goods	50	Bike	
1	1/10/13	58	41	Produce	0		
6	1/10/13	2	7	Baked Goods	0	Bike	
2	1/10/13	57	28	Produce	0		
1	1/10/13	58	41	Baked Goods	0		
4	1/10/13	32	10	Produce	15	Bike	
3	1/10/13	59	42	Produce	125	Bike	
43	1/10/13	48	28	Frozen Prepared Food	0		
6	1/10/13	2	7	Produce	60	Bike	
19	1/11/13	129	26	Frozen Prepared Food	0		
6	1/11/13	81	15	Produce	75	Bike	
6	1/11/13	12	71	Baked Goods	0	Bike	
6	1/11/13	116	10	Baked Goods	0		
6	1/11/13	12	71	Produce	50	Bike	
24	1/11/13	129	22	Fresh Prepared Food	10		
74	1/11/13	68	8	Produce	37	Bike	
1	1/11/13	25		Baked Goods	25	Bike	
3	1/11/13	31	14	Produce	70.4	Bike	
25	1/11/13	129	22	Baked Goods	8	Bike	
1	1/11/13	19	20	Produce	215	Bike	
27	1/11/13	99	20	Baked Goods	10	Bike	
6	1/11/13	116	10	Produce	0		
2	1/11/13	21	8	Produce	60	Bike	
4	1/11/13	19	20	Produce	20	Bike	
6	1/12/13	28	28	Baked Goods	0	Bike	
24	1/12/13	28	28	Fresh Prepared Food	15	Bike	
1	1/12/13	27		Produce	0		
4	1/12/13	29	22	Produce	0		
6	1/12/13	68		Produce	165	Bike	
6	1/12/13	160		Baked Goods	0		
72	1/12/13	231	8	Baked Goods	0	Bike	
74	1/12/13	62	18	Produce	0		
3	1/12/13	31		Produce	50	Bike	
72	1/12/13	231	8	Produce	0	Bike	
2	1/12/13	68	29	Produce	174	Bike	
6	1/12/13	28	28	Produce	85	Bike	
1	1/12/13	27		Baked Goods	0		
25	1/12/13	102	29	Baked Goods	0		
6	1/12/13	31	30	Produce	90	Bike	
73	1/13/13	28	5	Produce	35	Bike	
2	1/13/13	28	5	Produce	45	Car	
74	1/13/13	271		Produce	10	Bike	
1	1/13/13	13	8	Baked Goods	10	Bike	
25	1/13/13	48	11	Baked Goods	10	Bike	
6	1/13/13	28	5	Produce	200	Car	
4	1/13/13	148	20	Produce	113	Bike	
1	1/13/13	12	8	Produce	130	Bike	
72	1/13/13	260	20	Baked Goods	30	Car	
19	1/13/13	255		Frozen Prepared Food	0	Bike	
72	1/13/13	260	20	Produce	0	Car	
1	1/13/13	13	8	Produce	80	Bike	
3	1/13/13	52	9	Produce	8	Car	
6	1/13/13	28	5	Baked Goods	10	Car	
6	1/14/13	201	7	Produce	50	Bike	
6	1/14/13	201	7	Baked Goods	0	Bike	
3	1/14/13	41	66	Produce	0		
1	1/14/13		14	Produce	190	Car	
1	1/14/13		14	Baked Goods	10	Car	
6	1/14/13	71	20	Baked Goods	0		
2	1/14/13	38	15	Produce	20	Car	
74	1/14/13	272	7	Produce	60	Bike	
6	1/14/13	199	61	Produce	0	Bike	
6	1/14/13	71	20	Produce	25	Bike	
4	1/14/13	198	11	Produce	0		
2	1/15/13	271	35	Produce	42	Bike	
19	1/15/13	126	28	Frozen Prepared Food	0		
4	1/15/13	12	5	Produce	25	Bike	
72	1/15/13	264	44	Produce	85	Bike	
72	1/15/13	264	44	Produce	85	Bike	
1	1/15/13	42	18	Baked Goods	0	Bike	
6	1/15/13	46	15	Baked Goods	0		
6	1/15/13	39		Baked Goods	0		
1	1/15/13	42	18	Produce	180	Bike	
6	1/15/13	46	15	Produce	38	Bike	
74	1/15/13	237		Produce	63	Bike	
3	1/15/13	181	66	Produce	134	Bike	
6	1/15/13	39		Produce	0		
6	1/16/13	271	10	Baked Goods	0		
1	1/16/13	162	7	Produce	110		
1	1/16/13	162	7	Baked Goods	40	Bike	
2	1/16/13	271	15	Produce	59	Bike	
6	1/16/13	157		Baked Goods	0		
3	1/16/13	52	14	Produce	32	Bike	
25	1/16/13	53	39	Baked Goods	6	Bike	
6	1/16/13	157		Produce	0		
69	1/16/13	53	39	Produce	4	Bike	
6	1/16/13	271	10	Produce	188	Bike	
74	1/16/13	161	15	Produce	0		
4	1/16/13	130	10	Produce	36	Car	
24	1/16/13	53	39	Fresh Prepared Food	8	Bike	
6	1/17/13	136	63	Produce	0	Bike	
6	1/17/13	136	63	Baked Goods	0	Bike	
27	1/17/13	256	18	Baked Goods	18	Car	
1	1/17/13	58	41	Baked Goods	15	Bike	
72	1/17/13	163	10	Produce	150	Bike	
72	1/17/13	163	10	Baked Goods	25	Bike	
6	1/17/13	139	7	Baked Goods	0	Bike	
43	1/17/13	48	28	Frozen Prepared Food	80	Bike	
74	1/17/13	274	7	Produce	50	Bike	
1	1/17/13	58	41	Produce	80	Bike	
2	1/17/13	57	28	Produce	40	Bike	
6	1/17/13	139	7	Produce	35	Bike	
3	1/17/13	59	42	Produce	65	Bike	
4	1/17/13	32	10	Produce	10	Bike	
3	1/18/13	31	14	Produce	270	Car	
